Dates,USD/CAD,USD/INR ,USD/EUR,USD/NOK 
7/1/2003,1.35,46.44,0.86,7.15
7/2/2003,1.34,46.42,0.87,7.18
7/3/2003,1.34,46.40,0.87,7.19
7/4/2003,1.34,46.33,0.87,7.20
7/7/2003,1.35,46.33,0.88,7.32
7/8/2003,1.36,46.27,0.88,7.29
7/9/2003,1.37,46.23,0.88,7.30
7/10/2003,1.38,46.19,0.88,7.30
7/11/2003,1.38,46.11,0.89,7.36
7/14/2003,1.37,46.04,0.89,7.39
7/15/2003,1.39,46.13,0.89,7.46
7/16/2003,1.39,46.20,0.89,7.44
7/17/2003,1.40,46.22,0.89,7.47
7/18/2003,1.41,46.24,0.89,7.42
7/21/2003,1.41,46.28,0.88,7.37
7/22/2003,1.42,46.18,0.88,7.37
7/23/2003,1.40,46.16,0.87,7.26
7/24/2003,1.39,46.16,0.87,7.21
7/25/2003,1.38,46.11,0.87,7.14
7/28/2003,1.39,46.14,0.87,7.17
7/29/2003,1.39,46.12,0.87,7.22
7/30/2003,1.40,46.12,0.88,7.21
7/31/2003,1.40,46.14,0.89,7.29
8/1/2003,1.40,46.16,0.89,7.26
8/4/2003,1.40,46.14,0.88,7.23
8/5/2003,1.40,46.12,0.88,7.20
8/6/2003,1.40,46.05,0.88,7.22
8/7/2003,1.39,45.93,0.88,7.17
8/8/2003,1.39,45.96,0.88,7.23
8/11/2003,1.38,45.95,0.88,7.26
8/12/2003,1.39,45.88,0.89,7.31
8/13/2003,1.38,45.90,0.88,7.35
8/14/2003,1.39,45.90,0.89,7.37
8/15/2003,1.39,45.88,0.89,7.38
8/18/2003,1.39,45.84,0.90,7.48
8/19/2003,1.40,45.80,0.90,7.47
8/20/2003,1.40,45.82,0.90,7.45
8/21/2003,1.41,45.84,0.92,7.59
8/22/2003,1.40,45.85,0.92,7.66
8/25/2003,1.40,45.89,0.92,7.64
8/26/2003,1.39,45.87,0.92,7.68
8/27/2003,1.40,45.83,0.92,7.66
8/28/2003,1.40,45.87,0.92,7.63
8/29/2003,1.39,45.84,0.91,7.51
9/1/2003,1.38,45.83,0.91,7.52
9/2/2003,1.39,45.87,0.93,7.63
9/3/2003,1.38,45.89,0.92,7.59
9/4/2003,1.37,45.86,0.91,7.51
9/5/2003,1.37,45.87,0.90,7.43
9/8/2003,1.37,45.80,0.90,7.46
9/9/2003,1.37,45.80,0.89,7.36
9/10/2003,1.37,45.71,0.89,7.39
9/11/2003,1.37,45.70,0.89,7.39
9/12/2003,1.37,45.75,0.89,7.34
9/15/2003,1.37,45.79,0.89,7.33
9/16/2003,1.37,45.85,0.89,7.41
9/17/2003,1.37,45.95,0.89,7.26
9/18/2003,1.36,45.99,0.89,7.23
9/19/2003,1.35,45.93,0.88,7.16
9/22/2003,1.35,45.75,0.87,7.13
9/23/2003,1.36,45.76,0.87,7.07
9/24/2003,1.35,45.77,0.87,6.98
9/25/2003,1.35,45.87,0.87,7.02
9/26/2003,1.35,45.87,0.87,7.08
9/29/2003,1.35,45.80,0.86,7.01
9/30/2003,1.35,45.76,0.86,7.04
10/1/2003,1.35,45.55,0.85,7.01
10/2/2003,1.34,45.50,0.86,6.99
10/3/2003,1.34,45.38,0.86,7.07
10/6/2003,1.34,45.44,0.85,6.99
10/7/2003,1.33,45.28,0.85,7.00
10/8/2003,1.33,45.39,0.85,6.96
10/9/2003,1.34,45.24,0.85,7.00
10/10/2003,1.32,45.37,0.85,6.97
10/13/2003,1.32,45.41,0.85,7.05
10/14/2003,1.32,45.66,0.85,7.04
10/15/2003,1.33,45.69,0.86,7.10
10/16/2003,1.32,45.30,0.86,7.12
10/17/2003,1.32,45.31,0.86,7.08
10/20/2003,1.32,45.32,0.86,7.13
10/21/2003,1.32,45.31,0.86,7.10
10/22/2003,1.30,45.31,0.85,6.98
10/23/2003,1.31,45.28,0.85,7.00
10/24/2003,1.31,45.32,0.85,7.02
10/27/2003,1.31,45.40,0.85,7.03
10/28/2003,1.31,45.30,0.86,7.05
10/29/2003,1.31,45.33,0.86,7.06
10/30/2003,1.31,45.29,0.86,7.06
10/31/2003,1.32,45.32,0.86,7.11
11/3/2003,1.34,45.31,0.87,7.18
11/4/2003,1.33,45.32,0.87,7.17
11/5/2003,1.33,45.25,0.87,7.21
11/6/2003,1.34,45.31,0.88,7.23
11/7/2003,1.32,45.30,0.87,7.15
11/10/2003,1.31,45.22,0.87,7.15
11/11/2003,1.31,45.29,0.87,7.13
11/12/2003,1.30,45.33,0.86,7.04
11/13/2003,1.30,45.36,0.85,7.00
11/14/2003,1.30,45.42,0.85,6.97
11/17/2003,1.31,45.50,0.85,6.99
11/18/2003,1.30,45.63,0.84,6.84
11/19/2003,1.30,45.63,0.84,6.88
11/20/2003,1.30,45.74,0.84,6.86
11/21/2003,1.30,45.75,0.84,6.85
11/24/2003,1.32,45.86,0.85,6.93
11/25/2003,1.31,45.93,0.85,6.92
11/26/2003,1.30,45.88,0.84,6.84
11/27/2003,1.31,45.90,0.84,6.86
11/28/2003,1.30,45.77,0.83,6.82
12/1/2003,1.30,45.70,0.84,6.82
12/2/2003,1.30,45.64,0.83,6.76
12/3/2003,1.30,45.63,0.83,6.71
12/4/2003,1.31,45.60,0.83,6.69
12/5/2003,1.31,45.60,0.82,6.65
12/8/2003,1.30,45.56,0.82,6.65
12/9/2003,1.31,45.52,0.82,6.63
12/10/2003,1.31,45.52,0.82,6.67
12/11/2003,1.32,45.54,0.82,6.68
12/12/2003,1.32,45.53,0.81,6.67
12/15/2003,1.31,45.54,0.81,6.68
12/16/2003,1.33,45.52,0.81,6.67
12/17/2003,1.33,45.51,0.81,6.70
12/18/2003,1.33,45.50,0.80,6.72
12/19/2003,1.34,45.45,0.81,6.73
12/22/2003,1.33,45.53,0.81,6.74
12/23/2003,1.32,45.48,0.81,6.77
12/24/2003,1.31,45.48,0.80,6.75
12/25/2003,1.31,45.52,0.80,6.76
12/26/2003,1.31,45.45,0.80,6.80
12/29/2003,1.31,45.57,0.80,6.75
12/30/2003,1.29,45.53,0.80,6.71
12/31/2003,1.30,45.63,0.79,6.67
1/1/2004,1.30,45.60,0.80,6.70
1/2/2004,1.29,45.64,0.79,6.67
1/5/2004,1.28,45.62,0.79,6.66
1/6/2004,1.29,45.62,0.79,6.71
1/7/2004,1.29,45.48,0.79,6.82
1/8/2004,1.28,45.51,0.78,6.77
1/9/2004,1.27,45.44,0.78,6.74
1/12/2004,1.28,45.43,0.78,6.75
1/13/2004,1.27,45.41,0.78,6.71
1/14/2004,1.29,45.42,0.79,6.74
1/15/2004,1.29,45.43,0.79,6.82
1/16/2004,1.30,45.41,0.81,6.93
1/19/2004,1.30,45.42,0.81,6.97
1/20/2004,1.29,45.41,0.79,6.87
1/21/2004,1.30,45.35,0.79,6.76
1/22/2004,1.30,45.36,0.79,6.76
1/23/2004,1.31,45.36,0.79,6.84
1/26/2004,1.32,45.33,0.80,6.93
1/27/2004,1.31,45.38,0.79,6.81
1/28/2004,1.33,45.35,0.80,6.98
1/29/2004,1.33,45.28,0.81,7.06
1/30/2004,1.33,45.27,0.80,7.01
2/2/2004,1.34,45.24,0.80,6.99
2/3/2004,1.34,45.30,0.80,6.97
2/4/2004,1.33,45.27,0.80,6.97
2/5/2004,1.34,45.26,0.80,6.97
2/6/2004,1.32,45.29,0.79,6.89
2/9/2004,1.33,45.24,0.79,6.84
2/10/2004,1.33,45.23,0.79,6.95
2/11/2004,1.31,45.26,0.78,6.91
2/12/2004,1.32,45.22,0.78,6.91
2/13/2004,1.32,45.24,0.78,6.93
2/16/2004,1.32,45.30,0.78,6.93
2/17/2004,1.31,45.28,0.78,6.85
2/18/2004,1.32,45.28,0.79,6.94
2/19/2004,1.33,45.24,0.79,6.93
2/20/2004,1.33,45.26,0.80,7.02
2/23/2004,1.34,45.29,0.80,7.00
2/24/2004,1.33,45.23,0.79,6.95
2/25/2004,1.33,45.20,0.80,7.06
2/26/2004,1.34,45.24,0.80,7.05
2/27/2004,1.33,45.24,0.80,7.00
3/1/2004,1.34,45.24,0.80,6.96
3/2/2004,1.34,45.24,0.82,7.13
3/3/2004,1.34,45.22,0.82,7.08
3/4/2004,1.33,45.27,0.82,7.10
3/5/2004,1.32,45.27,0.81,7.02
3/8/2004,1.32,45.23,0.81,6.98
3/9/2004,1.32,45.21,0.81,6.98
3/10/2004,1.33,45.21,0.82,7.12
3/11/2004,1.32,45.29,0.81,6.93
3/12/2004,1.33,45.26,0.82,6.95
3/15/2004,1.33,45.25,0.82,6.91
3/16/2004,1.33,45.24,0.81,6.90
3/17/2004,1.34,45.25,0.82,6.92
3/18/2004,1.33,45.24,0.81,6.87
3/19/2004,1.33,45.17,0.81,6.88
3/22/2004,1.33,45.10,0.81,6.84
3/23/2004,1.33,44.87,0.81,6.85
3/24/2004,1.34,44.75,0.82,6.94
3/25/2004,1.33,44.74,0.82,6.95
3/26/2004,1.32,44.48,0.82,6.96
3/29/2004,1.31,44.07,0.82,6.93
3/30/2004,1.31,44.06,0.82,6.91
3/31/2004,1.31,43.60,0.81,6.84
4/1/2004,1.31,43.60,0.81,6.82
4/2/2004,1.31,43.74,0.82,6.92
4/5/2004,1.31,43.69,0.83,6.96
4/6/2004,1.31,43.74,0.83,6.92
4/7/2004,1.31,43.54,0.82,6.87
4/8/2004,1.33,43.62,0.83,6.93
4/9/2004,1.33,43.64,0.83,6.94
4/12/2004,1.34,43.65,0.83,6.96
4/13/2004,1.34,43.80,0.84,6.95
4/14/2004,1.34,43.80,0.84,6.93
4/15/2004,1.34,43.99,0.83,6.91
4/16/2004,1.35,43.88,0.83,6.89
4/19/2004,1.34,43.90,0.83,6.88
4/20/2004,1.36,43.95,0.84,6.98
4/21/2004,1.36,44.06,0.84,6.99
4/22/2004,1.36,44.14,0.84,6.92
4/23/2004,1.36,44.03,0.84,6.97
4/26/2004,1.35,44.09,0.84,6.95
4/27/2004,1.35,44.23,0.84,6.90
4/28/2004,1.38,44.17,0.84,6.91
4/29/2004,1.37,44.42,0.84,6.85
4/30/2004,1.37,44.50,0.84,6.87
5/3/2004,1.37,44.81,0.84,6.90
5/4/2004,1.37,44.71,0.83,6.79
5/5/2004,1.37,44.69,0.82,6.72
5/6/2004,1.38,44.68,0.83,6.74
5/7/2004,1.38,44.66,0.84,6.82
5/10/2004,1.39,45.03,0.84,6.88
5/11/2004,1.39,45.41,0.84,6.93
5/12/2004,1.39,45.38,0.84,6.88
5/13/2004,1.39,45.27,0.85,6.92
5/14/2004,1.39,45.63,0.84,6.92
5/17/2004,1.40,45.53,0.83,6.87
5/18/2004,1.39,45.48,0.84,6.92
5/19/2004,1.38,45.25,0.83,6.87
5/20/2004,1.37,45.35,0.84,6.92
5/21/2004,1.37,45.29,0.83,6.88
5/24/2004,1.37,45.34,0.83,6.85
5/25/2004,1.37,45.36,0.83,6.80
5/26/2004,1.37,45.40,0.83,6.78
5/27/2004,1.36,45.42,0.82,6.71
5/28/2004,1.36,45.48,0.82,6.72
5/31/2004,1.36,45.47,0.82,6.74
6/1/2004,1.37,45.43,0.82,6.69
6/2/2004,1.36,45.39,0.82,6.72
6/3/2004,1.36,45.25,0.82,6.70
6/4/2004,1.35,45.12,0.81,6.67
6/7/2004,1.35,45.05,0.81,6.64
6/8/2004,1.35,45.03,0.82,6.68
6/9/2004,1.36,44.98,0.83,6.78
6/10/2004,1.36,45.07,0.83,6.83
6/11/2004,1.36,45.16,0.83,6.91
6/14/2004,1.37,45.35,0.83,6.90
6/15/2004,1.37,45.40,0.82,6.82
6/16/2004,1.37,45.41,0.83,6.93
6/17/2004,1.37,45.49,0.83,6.93
6/18/2004,1.36,45.67,0.82,6.87
6/21/2004,1.37,45.94,0.83,6.91
6/22/2004,1.36,46.25,0.83,6.88
6/23/2004,1.36,45.71,0.83,6.94
6/24/2004,1.35,45.77,0.82,6.87
6/25/2004,1.35,45.83,0.82,6.82
6/28/2004,1.35,45.94,0.82,6.84
6/29/2004,1.34,46.03,0.83,6.91
6/30/2004,1.33,46.06,0.82,6.93
7/1/2004,1.33,45.89,0.82,6.96
7/2/2004,1.32,45.88,0.81,6.91
7/5/2004,1.33,45.84,0.81,6.90
7/6/2004,1.33,46.05,0.81,6.89
7/7/2004,1.32,45.85,0.81,6.81
7/8/2004,1.32,45.84,0.81,6.84
7/9/2004,1.32,45.67,0.81,6.82
7/12/2004,1.32,45.69,0.81,6.82
7/13/2004,1.32,45.88,0.81,6.89
7/14/2004,1.32,45.86,0.81,6.89
7/15/2004,1.32,46.12,0.81,6.86
7/16/2004,1.31,45.96,0.80,6.82
7/19/2004,1.31,46.09,0.80,6.83
7/20/2004,1.31,46.11,0.81,6.88
7/21/2004,1.32,46.12,0.82,6.92
7/22/2004,1.32,46.26,0.82,6.93
7/23/2004,1.32,46.32,0.83,7.04
7/26/2004,1.33,46.28,0.82,6.99
7/27/2004,1.33,46.23,0.83,7.04
7/28/2004,1.33,46.35,0.83,7.01
7/29/2004,1.32,46.47,0.83,7.02
7/30/2004,1.33,46.47,0.83,7.02
8/2/2004,1.33,46.35,0.83,7.02
8/3/2004,1.32,46.39,0.83,6.99
8/4/2004,1.32,46.37,0.83,6.97
8/5/2004,1.32,46.37,0.83,6.92
8/6/2004,1.31,46.37,0.81,6.80
8/9/2004,1.32,46.43,0.82,6.76
8/10/2004,1.32,46.36,0.82,6.81
8/11/2004,1.32,46.32,0.82,6.80
8/12/2004,1.33,46.22,0.82,6.78
8/13/2004,1.31,46.30,0.81,6.69
8/16/2004,1.31,46.41,0.81,6.69
8/17/2004,1.31,46.36,0.81,6.71
8/18/2004,1.30,46.36,0.81,6.74
8/19/2004,1.30,46.32,0.81,6.69
8/20/2004,1.30,46.26,0.81,6.71
8/23/2004,1.31,46.27,0.82,6.81
8/24/2004,1.31,46.32,0.83,6.87
8/25/2004,1.30,46.36,0.83,6.90
8/26/2004,1.31,46.34,0.83,6.90
8/27/2004,1.31,46.31,0.83,6.96
8/30/2004,1.32,46.37,0.83,6.96
8/31/2004,1.31,46.35,0.82,6.87
9/1/2004,1.31,46.33,0.82,6.85
9/2/2004,1.30,46.32,0.82,6.83
9/3/2004,1.30,46.30,0.83,6.90
9/6/2004,1.30,46.35,0.83,6.91
9/7/2004,1.29,46.36,0.83,6.89
9/8/2004,1.29,46.32,0.82,6.84
9/9/2004,1.29,46.29,0.82,6.79
9/10/2004,1.29,46.27,0.82,6.81
9/13/2004,1.30,46.17,0.82,6.81
9/14/2004,1.29,45.91,0.82,6.84
9/15/2004,1.30,45.86,0.82,6.91
9/16/2004,1.29,45.87,0.82,6.93
9/17/2004,1.30,45.88,0.82,6.92
9/20/2004,1.29,45.88,0.82,6.90
9/21/2004,1.29,45.85,0.81,6.82
9/22/2004,1.28,45.86,0.82,6.83
9/23/2004,1.28,45.93,0.81,6.79
9/24/2004,1.27,45.91,0.81,6.80
9/27/2004,1.27,45.97,0.81,6.81
9/28/2004,1.27,46.11,0.81,6.77
9/29/2004,1.27,46.01,0.81,6.77
9/30/2004,1.26,45.95,0.80,6.71
10/1/2004,1.26,45.90,0.81,6.68
10/4/2004,1.27,45.85,0.81,6.75
10/5/2004,1.26,45.87,0.81,6.72
10/6/2004,1.26,45.86,0.81,6.73
10/7/2004,1.26,45.86,0.81,6.74
10/8/2004,1.25,45.82,0.81,6.68
10/11/2004,1.26,45.84,0.81,6.64
10/12/2004,1.26,45.87,0.81,6.67
10/13/2004,1.26,45.84,0.81,6.64
10/14/2004,1.26,45.86,0.81,6.61
10/15/2004,1.25,45.86,0.80,6.59
10/18/2004,1.26,45.85,0.80,6.58
10/19/2004,1.26,45.80,0.80,6.60
10/20/2004,1.25,45.77,0.79,6.54
10/21/2004,1.24,45.74,0.79,6.53
10/22/2004,1.23,45.69,0.79,6.47
10/25/2004,1.22,45.65,0.78,6.43
10/26/2004,1.23,45.68,0.78,6.42
10/27/2004,1.23,45.64,0.79,6.44
10/28/2004,1.22,45.57,0.78,6.40
10/29/2004,1.22,45.39,0.78,6.36
11/1/2004,1.22,45.42,0.78,6.40
11/2/2004,1.23,45.51,0.78,6.42
11/3/2004,1.21,45.38,0.78,6.37
11/4/2004,1.21,45.21,0.78,6.35
11/5/2004,1.20,45.18,0.77,6.31
11/8/2004,1.19,45.17,0.77,6.37
11/9/2004,1.20,45.16,0.78,6.38
11/10/2004,1.19,45.18,0.78,6.33
11/11/2004,1.20,45.16,0.77,6.31
11/12/2004,1.19,45.16,0.77,6.25
11/15/2004,1.20,45.16,0.77,6.26
11/16/2004,1.20,45.07,0.77,6.25
11/17/2004,1.19,45.06,0.77,6.23
11/18/2004,1.21,45.13,0.77,6.28
11/19/2004,1.19,45.10,0.77,6.26
11/22/2004,1.19,45.04,0.77,6.25
11/23/2004,1.19,45.07,0.76,6.23
11/24/2004,1.18,45.08,0.76,6.18
11/25/2004,1.18,45.03,0.75,6.12
11/26/2004,1.18,45.04,0.75,6.10
11/29/2004,1.18,44.81,0.75,6.11
11/30/2004,1.19,44.64,0.75,6.14
12/1/2004,1.18,44.46,0.75,6.13
12/2/2004,1.19,44.11,0.75,6.18
12/3/2004,1.19,44.14,0.74,6.06
12/6/2004,1.20,43.63,0.75,6.08
12/7/2004,1.21,43.73,0.75,6.10
12/8/2004,1.21,44.08,0.75,6.16
12/9/2004,1.22,44.21,0.75,6.20
12/10/2004,1.23,44.73,0.76,6.20
12/13/2004,1.23,44.28,0.75,6.17
12/14/2004,1.24,44.12,0.75,6.19
12/15/2004,1.22,44.04,0.75,6.13
12/16/2004,1.23,43.83,0.76,6.20
12/17/2004,1.23,43.95,0.75,6.17
12/20/2004,1.23,43.93,0.75,6.17
12/21/2004,1.23,43.82,0.75,6.18
12/22/2004,1.24,43.85,0.75,6.19
12/23/2004,1.23,43.78,0.74,6.13
12/24/2004,1.23,43.79,0.74,6.12
12/27/2004,1.22,43.86,0.73,6.08
12/28/2004,1.22,43.73,0.73,6.08
12/29/2004,1.21,43.70,0.73,6.09
12/30/2004,1.20,43.73,0.73,6.05
12/31/2004,1.20,43.46,0.74,6.08
1/3/2005,1.21,43.48,0.74,6.12
1/4/2005,1.22,43.52,0.75,6.24
1/5/2005,1.23,43.83,0.75,6.23
1/6/2005,1.24,43.91,0.76,6.28
1/7/2005,1.23,43.82,0.77,6.31
1/10/2005,1.22,43.93,0.76,6.30
1/11/2005,1.22,43.80,0.76,6.25
1/12/2005,1.20,43.81,0.75,6.18
1/13/2005,1.20,43.74,0.76,6.19
1/14/2005,1.22,43.75,0.76,6.25
1/17/2005,1.22,43.66,0.77,6.28
1/18/2005,1.22,43.73,0.77,6.27
1/19/2005,1.23,43.73,0.77,6.27
1/20/2005,1.23,43.81,0.77,6.32
1/21/2005,1.22,43.81,0.77,6.29
1/24/2005,1.23,43.77,0.77,6.29
1/25/2005,1.24,43.80,0.77,6.33
1/26/2005,1.23,43.80,0.76,6.32
1/27/2005,1.24,43.79,0.77,6.33
1/28/2005,1.24,43.73,0.77,6.33
1/31/2005,1.24,43.72,0.77,6.37
2/1/2005,1.24,43.71,0.77,6.35
2/2/2005,1.24,43.42,0.77,6.34
2/3/2005,1.24,43.42,0.77,6.39
2/4/2005,1.25,43.48,0.78,6.44
2/7/2005,1.26,43.49,0.78,6.56
2/8/2005,1.25,43.70,0.78,6.57
2/9/2005,1.25,43.71,0.78,6.55
2/10/2005,1.24,43.78,0.78,6.55
2/11/2005,1.24,43.83,0.78,6.56
2/14/2005,1.23,43.76,0.77,6.48
2/15/2005,1.23,43.82,0.77,6.43
2/16/2005,1.24,43.77,0.77,6.42
2/17/2005,1.23,43.81,0.77,6.36
2/18/2005,1.23,43.85,0.77,6.35
2/21/2005,1.23,43.83,0.77,6.34
2/22/2005,1.23,43.76,0.75,6.23
2/23/2005,1.25,43.72,0.76,6.23
2/24/2005,1.24,43.70,0.76,6.25
2/25/2005,1.24,43.70,0.75,6.23
2/28/2005,1.23,43.68,0.76,6.22
3/1/2005,1.24,43.72,0.76,6.22
3/2/2005,1.24,43.71,0.76,6.25
3/3/2005,1.24,43.72,0.76,6.27
3/4/2005,1.23,43.73,0.76,6.22
3/7/2005,1.23,43.73,0.76,6.20
3/8/2005,1.21,43.70,0.75,6.14
3/9/2005,1.21,43.65,0.75,6.12
3/10/2005,1.21,43.60,0.75,6.10
3/11/2005,1.21,43.57,0.74,6.07
3/14/2005,1.21,43.56,0.75,6.11
3/15/2005,1.21,43.59,0.75,6.15
3/16/2005,1.21,43.63,0.75,6.08
3/17/2005,1.20,43.66,0.75,6.08
3/18/2005,1.20,43.66,0.75,6.11
3/21/2005,1.21,43.73,0.76,6.19
3/22/2005,1.21,43.73,0.76,6.24
3/23/2005,1.22,43.78,0.77,6.31
3/24/2005,1.21,43.76,0.77,6.34
3/25/2005,1.22,43.76,0.77,6.34
3/28/2005,1.22,43.79,0.78,6.36
3/29/2005,1.21,43.82,0.77,6.35
3/30/2005,1.22,43.82,0.77,6.33
3/31/2005,1.21,43.75,0.77,6.34
4/1/2005,1.21,43.75,0.77,6.35
4/4/2005,1.22,43.78,0.78,6.38
4/5/2005,1.22,43.78,0.78,6.34
4/6/2005,1.22,43.75,0.78,6.35
4/7/2005,1.22,43.73,0.78,6.36
4/8/2005,1.23,43.77,0.77,6.33
4/11/2005,1.23,43.72,0.77,6.32
4/12/2005,1.24,43.73,0.77,6.33
4/13/2005,1.24,43.75,0.77,6.37
4/14/2005,1.24,43.75,0.78,6.43
4/15/2005,1.25,43.83,0.77,6.37
4/18/2005,1.25,43.83,0.77,6.31
4/19/2005,1.24,43.77,0.77,6.28
4/20/2005,1.24,43.76,0.76,6.24
4/21/2005,1.24,43.76,0.77,6.25
4/22/2005,1.23,43.74,0.77,6.25
4/25/2005,1.24,43.71,0.77,6.26
4/26/2005,1.25,43.67,0.77,6.26
4/27/2005,1.25,43.72,0.77,6.29
4/28/2005,1.25,43.71,0.78,6.31
4/29/2005,1.26,43.54,0.78,6.31
5/2/2005,1.25,43.58,0.78,6.32
5/3/2005,1.25,43.59,0.78,6.31
5/4/2005,1.25,43.52,0.77,6.27
5/5/2005,1.25,43.42,0.77,6.26
5/6/2005,1.24,43.44,0.78,6.34
5/9/2005,1.24,43.48,0.78,6.32
5/10/2005,1.24,43.44,0.78,6.29
5/11/2005,1.25,43.29,0.78,6.31
5/12/2005,1.25,43.37,0.79,6.38
5/13/2005,1.27,43.43,0.79,6.42
5/16/2005,1.27,43.50,0.79,6.41
5/17/2005,1.27,43.49,0.79,6.42
5/18/2005,1.26,43.48,0.79,6.40
5/19/2005,1.26,43.48,0.79,6.41
5/20/2005,1.27,43.46,0.80,6.47
5/23/2005,1.26,43.46,0.80,6.45
5/24/2005,1.26,43.51,0.79,6.43
5/25/2005,1.26,43.54,0.79,6.37
5/26/2005,1.27,43.53,0.80,6.39
5/27/2005,1.25,43.54,0.79,6.35
5/30/2005,1.26,43.58,0.80,6.39
5/31/2005,1.25,43.70,0.81,6.46
6/1/2005,1.25,43.78,0.82,6.48
6/2/2005,1.25,43.69,0.82,6.45
6/3/2005,1.25,43.62,0.82,6.46
6/6/2005,1.24,43.58,0.82,6.42
6/7/2005,1.25,43.55,0.81,6.40
6/8/2005,1.25,43.49,0.82,6.47
6/9/2005,1.26,43.54,0.82,6.46
6/10/2005,1.25,43.51,0.83,6.47
6/13/2005,1.26,43.66,0.83,6.50
6/14/2005,1.25,43.61,0.83,6.54
6/15/2005,1.24,43.66,0.83,6.51
6/16/2005,1.24,43.59,0.83,6.50
6/17/2005,1.23,43.52,0.81,6.42
6/20/2005,1.24,43.54,0.82,6.47
6/21/2005,1.23,43.50,0.82,6.46
6/22/2005,1.23,43.48,0.82,6.50
6/23/2005,1.23,43.50,0.83,6.59
6/24/2005,1.23,43.52,0.83,6.58
6/27/2005,1.23,43.49,0.82,6.53
6/28/2005,1.23,43.49,0.83,6.59
6/29/2005,1.23,43.53,0.83,6.55
6/30/2005,1.23,43.49,0.83,6.53
7/1/2005,1.24,43.55,0.84,6.59
7/4/2005,1.24,43.55,0.84,6.63
7/5/2005,1.24,43.55,0.84,6.64
7/6/2005,1.24,43.56,0.84,6.64
7/7/2005,1.23,43.59,0.84,6.62
7/8/2005,1.22,43.59,0.84,6.58
7/11/2005,1.22,43.56,0.83,6.55
7/12/2005,1.20,43.54,0.82,6.46
7/13/2005,1.21,43.51,0.83,6.54
7/14/2005,1.21,43.54,0.83,6.57
7/15/2005,1.22,43.52,0.83,6.61
7/18/2005,1.22,43.55,0.83,6.67
7/19/2005,1.22,43.55,0.83,6.66
7/20/2005,1.22,43.52,0.82,6.58
7/21/2005,1.22,43.18,0.82,6.56
7/22/2005,1.22,43.49,0.83,6.60
7/25/2005,1.22,43.55,0.83,6.56
7/26/2005,1.23,43.47,0.83,6.59
7/27/2005,1.24,43.39,0.83,6.58
7/28/2005,1.23,43.47,0.82,6.53
7/29/2005,1.22,43.48,0.83,6.49
8/1/2005,1.21,43.43,0.82,6.45
8/2/2005,1.22,43.54,0.82,6.44
8/3/2005,1.22,43.44,0.81,6.37
8/4/2005,1.21,43.52,0.81,6.36
8/5/2005,1.22,43.48,0.81,6.40
8/8/2005,1.21,43.55,0.81,6.40
8/9/2005,1.21,43.55,0.81,6.40
8/10/2005,1.21,43.56,0.81,6.39
8/11/2005,1.20,43.60,0.80,6.33
8/12/2005,1.20,43.54,0.80,6.35
8/15/2005,1.20,43.54,0.81,6.44
8/16/2005,1.20,43.53,0.81,6.43
8/17/2005,1.21,43.54,0.81,6.47
8/18/2005,1.22,43.57,0.82,6.53
8/19/2005,1.21,43.58,0.82,6.58
8/22/2005,1.20,43.63,0.82,6.53
8/23/2005,1.20,43.66,0.82,6.53
8/24/2005,1.19,43.74,0.81,6.47
8/25/2005,1.19,43.71,0.81,6.44
8/26/2005,1.20,43.70,0.81,6.47
8/29/2005,1.20,43.89,0.82,6.47
8/30/2005,1.19,44.04,0.82,6.47
8/31/2005,1.19,44.15,0.81,6.37
9/1/2005,1.18,44.03,0.80,6.26
9/2/2005,1.19,43.87,0.80,6.22
9/5/2005,1.19,43.82,0.80,6.24
9/6/2005,1.19,43.90,0.80,6.28
9/7/2005,1.19,43.84,0.81,6.29
9/8/2005,1.18,43.82,0.81,6.29
9/9/2005,1.18,43.84,0.81,6.27
9/12/2005,1.19,43.83,0.81,6.36
9/13/2005,1.18,43.91,0.82,6.37
9/14/2005,1.18,43.90,0.81,6.34
9/15/2005,1.19,43.89,0.82,6.37
9/16/2005,1.18,43.88,0.82,6.37
9/19/2005,1.17,43.91,0.82,6.41
9/20/2005,1.17,43.88,0.83,6.43
9/21/2005,1.17,43.88,0.82,6.37
9/22/2005,1.17,43.93,0.82,6.41
9/23/2005,1.17,43.91,0.83,6.48
9/26/2005,1.17,43.97,0.83,6.48
9/27/2005,1.18,44.05,0.83,6.51
9/28/2005,1.17,44.04,0.83,6.50
9/29/2005,1.17,44.02,0.83,6.53
9/30/2005,1.16,44.02,0.83,6.55
10/3/2005,1.17,44.13,0.84,6.61
10/4/2005,1.17,44.22,0.84,6.63
10/5/2005,1.18,44.29,0.84,6.59
10/6/2005,1.18,44.28,0.82,6.48
10/7/2005,1.17,44.40,0.82,6.52
10/10/2005,1.18,44.76,0.83,6.53
10/11/2005,1.18,44.88,0.83,6.52
10/12/2005,1.17,44.88,0.83,6.50
10/13/2005,1.18,44.95,0.83,6.51
10/14/2005,1.19,44.85,0.83,6.47
10/17/2005,1.18,44.88,0.83,6.49
10/18/2005,1.18,45.17,0.84,6.54
10/19/2005,1.18,45.17,0.83,6.50
10/20/2005,1.18,45.23,0.83,6.47
10/21/2005,1.19,45.08,0.84,6.52
10/24/2005,1.19,45.16,0.83,6.54
10/25/2005,1.17,45.08,0.83,6.46
10/26/2005,1.17,45.07,0.83,6.47
